author_id,author_name,recipient_id,recipient_name,category,count,contemporary_status,author_years,recipient_years
0650,김윤식,0452,김창업,차운,1,non_contemporary,1835-1922,1658-1721
0650,김윤식,0409,김만기,차운,1,non_contemporary,1835-1922,1633-1687
0650,김윤식,0197,송익필,차운,1,non_contemporary,1835-1922,1534-1599
0650,김윤식,0132,송순,차운,1,non_contemporary,1835-1922,1493-1582
0650,김윤식,0225,이우,차운,1,non_contemporary,1835-1922,1542-1609
0651,송병선,0529,송문흠,차운,1,non_contemporary,1836-1905,1710-1752
0651,송병선,0373,윤선거,차운,1,non_contemporary,1836-1905,1610-1669
0651,송병선,0485,이재,차운,1,non_contemporary,1836-1905,1680-1746
0651,송병선,0528,송능상,차운,1,non_contemporary,1836-1905,1710-1758
0651,송병선,0343,이명한,차운,1,non_contemporary,1836-1905,1595-1645
0651,송병선,0491,한원진,차운,1,non_contemporary,1836-1905,1682-1751
0651,송병선,0494,윤봉구,차운,1,non_contemporary,1836-1905,1683-1767
0651,송병선,0394,이단상,차운,1,non_contemporary,1836-1905,1628-1669
0651,송병선,0435,김창협,차운,1,non_contemporary,1836-1905,1651-1708
0651,송병선,0144,이황,차운,1,non_contemporary,1836-1905,1501-1570
0651,송병선,0554,송환기,차운,1,non_contemporary,1836-1905,1728-1807
0651,송병선,0125,이언적,차운,1,non_contemporary,1836-1905,1491-1553
0651,송병선,0300,이안눌,차운,1,non_contemporary,1836-1905,1571-1637
0651,송병선,0295,정온,차운,1,non_contemporary,1836-1905,1569-1641
0651,송병선,0282,이정귀,차운,1,non_contemporary,1836-1905,1564-1635
0652,이종기,0144,이황,차운,1,non_contemporary,1837-1902,1501-1570
0652,이종기,0547,유도원,차운,1,non_contemporary,1837-1902,1721-1791
0652,이종기,0108,김안국,차운,1,non_contemporary,1837-1902,1478-1543
0652,이종기,0324,정홍명,차운,1,non_contemporary,1837-1902,1582-1650
0652,이종기,0265,유몽인,차운,1,non_contemporary,1837-1902,1559-1623
0653,전우,0435,김창협,차운,1,non_contemporary,1841-1922,1651-1708
0653,전우,0491,한원진,차운,1,non_contemporary,1841-1922,1682-1751
0653,전우,0398,박세당,차운,1,non_contemporary,1841-1922,1629-1703
0654,유인석,0174,권벽,차운,1,non_contemporary,1842-1915,1520-1593
0654,유인석,0201,이이,차운,1,non_contemporary,1842-1915,1536-1584
0654,유인석,0190,김효원,차운,1,non_contemporary,1842-1915,1542-1590
0655,곽종석,0485,이재,차운,1,non_contemporary,1846-1919,1680-1746
0655,곽종석,0554,송환기,차운,1,non_contemporary,1846-1919,1728-1807
0655,곽종석,0043,변계량,차운,1,non_contemporary,1846-1919,1369-1430
0655,곽종석,0312,목대흠,차운,1,non_contemporary,1846-1919,1575-1638
0655,곽종석,0132,송순,차운,1,non_contemporary,1846-1919,1493-1582
0655,곽종석,0296,심열,차운,1,non_contemporary,1846-1919,1569-1646
0655,곽종석,0371,조복양,차운,1,non_contemporary,1846-1919,1609-1671
0656,기우만,0297,권득기,차운,1,non_contemporary,1846-1916,1570-1622
0656,기우만,0531,이상정,차운,1,non_contemporary,1846-1916,1711-1781
0658,김택영,0225,이우,차운,1,non_contemporary,1850-1927,1542-1609
0660,황현,0168,허엽,차운,1,non_contemporary,1855-1910,1517-1580
0660,황현,0273,이수광,차운,1,non_contemporary,1855-1910,1563-1628
0660,황현,0090,신용개,차운,1,non_contemporary,1855-1910,1463-1519
0661,이건창,0282,이정귀,차운,1,non_contemporary,1852-1898,1564-1635
0661,이건창,0271,이덕형,차운,1,non_contemporary,1852-1898,1561-1613
0663,조긍섭,0115,이태,차운,1,non_contemporary,1873-1933,1483-1536
0663,조긍섭,0108,김안국,차운,1,non_contemporary,1873-1933,1478-1543
0663,조긍섭,0292,허균,차운,1,non_contemporary,1873-1933,1569-1618
0663,조긍섭,0477,이간,차운,1,non_contemporary,1873-1933,1677-1727
0663,조긍섭,0435,김창협,차운,1,non_contemporary,1873-1933,1651-1708
0663,조긍섭,0025,정몽주,차운,1,non_contemporary,1873-1933,1337-1392
0663,조긍섭,0295,정온,차운,1,non_contemporary,1873-1933,1569-1641
