collection_id,collection_name,author_name_ko,author_name_hanja,ja,ho,dynasty,birth_year,death_year,confidence,note
0632,환재집,박규수,朴珪壽,환경(桓卿)/정경(鼎卿),환재(瓛齋)/헌재(獻齋),조선,1807,1877,high,연암 박지원의 손자; 개화사상 선구자; 초명은 박규학(朴珪鶴)
0633,하원시초,정지윤,鄭芝潤,경안(景顔),하원(夏園),조선,1808,1858,high,위항시인(委巷詩人; 중인 계층 한시 작가); 생몰년이 이 배치의 다른 인물들보다 다소 이르므로 대상 인물 확인에 유의함; 이향견문록에 일화 수록
0634,수종재집,송달수,宋達洙,,수종재(守宗齋),조선,1808,1858,high,정식 한자 서명은 守宗齋集(파일명은 修로 표기되었으나 원 문헌은 守宗齋); 우암 송시열의 8대손; 조카 송병선이 1902년 편간; 자(字)는 확인하지 못함
0635,계당집,유주목,柳疇睦,숙빈(叔斌),계당(溪堂),조선,1813,1872,high,풍산유씨; 상주 출신 영남 학자
0636,고산집,임헌회,任憲晦,명로(明老),고산(鼓山)/전재(全齋)/희양재(希陽齋),조선,1811,1876,high,주기론을 주장한 성리학자; 대사헌 역임
0637,가오고략,이유원,李裕元,경춘(景春),귤산(橘山)/묵농(默農)/가오(嘉梧),조선,1814,1888,high,영의정 역임; 가오곡(남양주) 별업에서 생활하며 문집명을 삼음
0638,사미헌집,장복추,張福樞,경하(景遐),사미헌(四未軒),조선말대한제국,1815,1900,high,여헌 장현광의 8대손; 영남 재야 유학자
0639,규재유고,남병철,南秉哲,자명(子明)/원명(元明),규재(圭齋)/강설(絳雪)/구당(鷗堂)/계당(桂堂),조선,1817,1863,high,조선 후기 천문학자·문신; 대제학 역임
0640,한주집,이진상,李震相,여뢰(汝雷),한주(寒洲),조선,1818,1886,high,성주 출신; 한주학파 종장
0641,고환당수초,강위,姜瑋,중무(仲武)/요장(堯章)/위옥(韋玉),추금(秋琴)/자기(慈屺)/청추각(聽秋閣)/고환당(古歡堂),조선,1820,1884,high,개화사상 형성 선구자; 조선 말기 대표 시인
0642,중암집,김평묵,金平默,치장(穉章),중암(重庵)/겸산(兼山),조선,1819,1891,high,화서학파 위정척사 계열 학자
0643,서산집,김흥락,金興洛,계맹(繼孟),서산(西山),조선말대한제국,1827,1899,high,안동 출신 영남 학자; 서애 류성룡 후손 문인집단 배출; 주의: 조선 전기 유자미(柳自湄)의 서산집(西山集; 1899년 간행본)이라는 동명이서(同名異書)가 존재하므로 혼동 주의 - 본 배치 번호대(19세기말~20세기초 문집)에는 김흥락이 더 부합
0644,하정집,여규형,呂圭亨,사원(士元),하정(荷亭),조선말대한제국,1848,1921,high,한성고등학교 한문과 교원; 위키백과에는 문집명이 하정유고(荷亭遺稿) 4권으로 소개되어 한국문집총간의 하정집과 이명(異名) 관계일 가능성 있음; 사망은 일제강점기
0645,미산집,한장석,韓章錫,치수(穉綏)/치유(穉由),미산(眉山)/경향(經香),조선,1832,1894,high,홍석주의 외손; 문형(文衡) 역임; 고종 묘정 배향
0646,성재집,허전,許傳,이로(以老),성재(性齋),조선,1797,1886,high,포천 출신; 성호학파 계승 실학자
0647,면암집,최익현,崔益鉉,찬겸(贊謙),면암(勉庵),대한제국,1833,1906,high,을사의병장·순국지사; 초명 최기남(崔奇男); 대마도 유폐 중 순국; 음력/양력 환산에 따라 사망년이 1907년 초로 표기되는 자료도 있음
0648,후산집,허유,許愈,퇴이(退而),후산(后山)/남려(南黎),대한제국,1833,1904,high,김해허씨; 한주 이진상의 문인
0649,방산집,허훈,許薰,순가(舜歌),방산(舫山),대한제국,1836,1907,high,허전의 문인; 성호학파 실학 계승
0650,운양집,김윤식,金允植,순경(洵卿),운양(雲養),조선말대한제국,1835,1922,high,온건개화파 대표 인물; 사망은 일제강점기(1922)
0651,연재집,송병선,宋秉璿,화옥(華玉),연재(淵齋)/동방일사(東方一士),대한제국,1836,1905,high,우암 송시열의 9세손; 을사조약 후 순국
0652,만구집,이종기,李種杞,기여(器汝),만구(晩求),대한제국,1837,1902,high,영남 성리학자
0653,간재집,전우,田愚,자명(子明),간재(艮齋)/구산(臼山)/추담(秋潭),조선말대한제국,1841,1922,high,낙론 계열 성리학자; 임헌회의 문인; 사망은 일제강점기(1922)
0654,의암집,유인석,柳麟錫,여성(汝聖),의암(毅菴),조선말대한제국,1842,1915,high,위정척사파 의병장; 화서학파; 사망은 일제강점기(1915)
0655,면우집,곽종석,郭鍾錫,명원(鳴遠),면우(俛宇),조선말대한제국,1846,1919,high,단성 출신; 파리장서 사건으로 옥고; 사망은 일제강점기(1919)
0656,송사집,기우만,奇宇萬,회일(會一),송사(松沙),조선말대한제국,1846,1916,high,기정진의 손자; 호남 의병장; 사망은 일제강점기(1916)
0657,이해학유서,이기,李沂,백증(伯曾),해학(海鶴)/질재(質齋)/재곡(梓谷),대한제국,1848,1909,high,김제 출신 계몽운동가; 나철 등과 단군교(대종교) 창시에 참여
0658,소호당집,김택영,金澤榮,우림(于霖),창강(滄江)/소호당(韶濩堂),조선말대한제국,1850,1927,high,개성 출신; 중국 망명 문인; 사망은 일제강점기(1927)
0659,양원유집,신기선,申箕善,언여(言汝),양원(陽園)/노봉(蘆峰),대한제국,1851,1909,high,갑신정변 참여 개화파 인사; 이후 관학 진흥 활동
0660,매천집,황현,黃玹,운경(雲卿),매천(梅泉),대한제국,1855,1910,high,구례 출신 우국지사; 매천야록 저자; 경술국치 직후 자결 순국
0661,명미당집,이건창,李建昌,봉조(鳳朝),영재(寧齋)/명미당(明美堂),대한제국,1852,1898,high,강화학파 양명학자·문장가; 당호(堂號)인 명미당이 문집명으로 쓰임
0662,수당유집,이남규,李南珪,원팔(元八),산좌(汕佐)/수당(修堂),대한제국,1855,1907,high,한산이씨; 홍주의병 관련 활동 중 일본군에 피살 순국
0663,암서집,조긍섭,曺兢燮,중근(仲謹),심재(深齋)/암서(巖棲)/중연당(中衍堂),조선말대한제국,1873,1933,high,창녕 출신; 영남 한말 도학자·문장가; 사망은 일제강점기(1933)
