collection_id,collection_name,author_name_ko,author_name_hanja,ja,ho,dynasty,birth_year,death_year,confidence,note
0265,어우집,유몽인,柳夢寅,응문(應文),어우당(於于堂)/간재(艮齋)/묵호자(默好子),조선,1559,1623,high,조선 중기 문신·설화문학가; 광해군대 정치적 격변 속에 인조반정 후 처형됨
0266,창랑집,성문준,成文濬,중심(中深),창랑(滄浪),조선,1559,1626,high,성혼(成渾)의 아들; 규장각 소장본 기준 1667년 윤선거가 개편·간행. 동명이인(다른 창랑 호 인물) 가능성 낮음
0267,추탄집,오윤겸,吳允謙,여익(汝益),추탄(楸灘)/토당(土塘),조선,1559,1636,high,인조대 영의정 역임; 통신사로 일본 다녀옴
0268,창석집,이준,李埈,숙평(叔平),창석(蒼石)/유계(酉溪),조선,1560,1635,high,유성룡 문인; 상주 지역 학자
0269,선원유고,김상용,金尙容,경택(景擇),선원(仙源)/풍계(楓溪)/계옹(溪翁),조선,1561,1637,high,병자호란 때 강화도 함락 시 순절
0270,노계집,박인로,朴仁老,덕옹(德翁),노계(蘆溪)/무하옹(無何翁),조선,1561,1642,high,가사문학 대표 작가; 정철에 버금가는 시가 작가로 평가됨
0271,한음문고,이덕형,李德馨,명보(明甫),한음(漢陰)/쌍송(雙松)/포옹산인(抱雍散人),조선,1561,1613,high,임진왜란기 대명 외교 활약; 영의정 역임. 오성 이항복과의 일화(오성과 한음)로 유명
0272,추포집,황신,黃愼,사숙(思叔),추포(秋浦),조선,1560,1617,medium,생년이 문헌에 따라 1560년 또는 1562년으로 엇갈림; 성혼·이이의 문인
0273,지봉집,이수광,李睟光,윤경(潤卿),지봉(芝峯),조선,1563,1628,high,한국 최초 백과사전격 저작 지봉유설의 저자
0274,체소집,이춘영,李春英,실지(實之),체소재(體素齋),조선,1563,1606,high,성혼·정철의 문인; 몰년을 1607년으로 기록한 자료도 있음
0275,수몽집,정엽,鄭曄,시회(時晦),수몽(守夢)/설촌(雪村),조선,1563,1625,high,조선 중기 성리학자·문신
0276,난설헌시집,허초희,許楚姬,경번(景樊),난설헌(蘭雪軒),조선,1563,1589,high,여성 시인; 본명 초희; 동생은 허균(성소부부고 저자; 0292)
0277,사서집,전식,全湜,정원(淨遠),사서(沙西),조선,1563,1642,high,임진왜란 때 의병 활동; 시호 충간(忠簡)
0278,인재집,최현,崔晛,계승(季昇),인재(訒齋),조선,1563,1640,high,부제학·강원도관찰사 역임
0279,우복집,정경세,鄭經世,경임(景任),우복(愚伏)/석총도인(石潨道人),조선,1563,1633,high,류성룡 문인; 예학에 밝은 조선 중기 대표 성리학자
0280,수색집,허적,許𥛚,자하(子賀),수색(水色),조선,1563,1640,high,본관 양천; 부(賦)에 특히 뛰어남. 후대의 영의정 허적(1610~1680; 본관 양천이나 다른 인물)과 혼동 주의
0281,경당집,장흥효,張興孝,행원(行源),경당(敬堂),조선,1564,1633,high,안동 지역 성리학자; 이휘일·이현일 외조부
0282,월사집,이정귀,李廷龜,성징(聖徵),월사(月沙),조선,1564,1635,high,한문사대가(月象谿澤) 중 한 명; 좌의정 역임
0283,취흘집,유숙,柳潚,연숙(淵叔),취흘(醉吃),조선,1564,1636,high,문집명 한자가 醉屹로도 표기되나 醉吃이 원표기; 조선 중기 문신·학자
0284,농포집,정문부,鄭文孚,자허(子虛),농포(農圃),조선,1565,1624,high,임진왜란 때 함경도 의병장으로 왜군 격퇴(북관대첩)
0285,금계집,노인,魯認,공식(公識),금계(錦溪),조선,1566,1622,medium,정유재란 때 일본에 포로로 끌려갔다 명나라를 거쳐 귀환(금계일기 저자). 동명 문집인 황준량(黃俊良;1517~1563)의 금계집과 구분 필요; 문집총간 285번은 노인의 것으로 판단됨
0286,상촌고,신흠,申欽,경숙(敬叔),상촌(象村)/현헌(玄軒)/현옹(玄翁)/방옹(放翁),조선,1566,1628,high,한문사대가 중 한 명; 영의정 역임
0287,수은집,강항,姜沆,태초(太初),수은(睡隱),조선,1567,1618,high,정유재란 때 일본에 포로로 끌려가 일본 성리학(후지와라 세이카 등)에 영향을 줌; 간양록 저자
0288,현곡집,조위한,趙緯韓,지세(持世),현곡(玄谷),조선,1567,1649,high,한문소설 최척전의 저자
