collection_id,collection_name,author_name_ko,author_name_hanja,ja,ho,dynasty,birth_year,death_year,confidence,note
0183,죽천집,이덕형,李德泂,원백(遠伯),죽천(竹泉),조선,1566,1645,medium,광해군~인조대 문신; 호 죽천(竹泉)이 일치하나 동일 호를 쓴 후대 인물 김진규(金鎭圭; 1658~1716)의 죽천집과 혼동 주의; 저서로는 죽창한화·송도기이가 확인되며 죽천집이 정확히 이 인물의 문집임은 간접 확인
0184,약포집,정탁,鄭琢,자정(子精),약포(藥圃)/백곡(佰谷),조선,1526,1605,high,이황·조식 문인; 임진왜란 때 이순신 구명 상소로 유명; 호 백곡(佰谷)은 0211 백곡집 저자 정곤수와 동음이나 다른 인물
0185,고봉집,기대승,奇大升,명언(明彦),고봉(高峯)/존재(存齋),조선,1527,1572,high,이황과의 사단칠정 논쟁으로 유명
0186,우득록,정개청,鄭介淸,의백(義伯),곤재(困齋),조선,1529,1590,high,정식 서명은 곤재우득록(困齋愚得錄); 기축옥사에 연루되어 유배 중 사망
0187,팔곡집,구사맹,具思孟,경시(景時),팔곡(八谷),조선,1531,1604,high,인조의 외조부
0188,설월당집,김부륜,金富倫,돈서(惇敍),설월당(雪月堂),조선,1531,1598,high,이황 문인
0189,송암집,권호문,權好文,장중(章仲),송암(松巖),조선,1532,1587,high,이황 문인; 평생 은거하며 학문에 전념
0190,성암유고,김효원,金孝元,인백(仁伯),성암(省庵),조선,1542,1590,high,붕당 형성 초기 동인의 영수격 인물; 을해당론(동서분당)의 당사자
0191,백록유고,신응시,辛應時,군망(君望),백록(白麓),조선,1532,1585,high,율곡 이이와 가까웠던 서인계 문신
0192,지천집,황정욱,黃廷彧,경문(景文),지천(芝川),조선,1532,1607,high,임진왜란 때 왕자 호종; 종계변무 공으로 유명
0193,오음유고,윤두수,尹斗壽,자앙(子仰),오음(梧陰),조선,1533,1601,high,서인 영수; 임진왜란기 좌의정 역임
0194,제봉집,고경명,高敬命,이순(而順),제봉(霽峰)/태헌(苔軒)/태사(苔槎),조선,1533,1592,high,임진왜란 의병장; 금산전투에서 순절
0195,문봉집,정유일,鄭惟一,자중(子中),문봉(文峯),조선,1533,1576,high,이황 문인
0196,초간집,권문해,權文海,호원(灝元),초간(草澗),조선,1534,1591,high,백과사전 대동운부군옥의 저자
0197,구봉집,송익필,宋翼弼,운장(雲長),구봉(龜峯)/현승(玄繩),조선,1534,1599,high,서얼 출신 성리학자; 김장생의 스승
