collection_id,collection_name,author_name_ko,author_name_hanja,ja,ho,dynasty,birth_year,death_year,confidence,note
0102,우암집,홍언충,洪彦忠,직경(直頃),우암(寓菴),조선,1473,1508,high,조선전기 문신; 갑자사화 때 간언하다가 유배됨; 문장으로 이행·박은·정희량과 함께 사걸(四傑)로 불림; 호 우암(寓菴)은 송시열의 우암(尤庵)·조욱의 우암(愚菴)과 동음이의어이므로 구분 필요
0103,우정집,김극성,金克成,성지(成之),청라(靑蘿)/우정(憂亭),조선,1474,1540,high,조선전기 문신; 중종반정 공신(분의정국공신 4등); 예조판서·우의정 역임; 시호 충정(忠貞)
0104,눌재집,박상,朴祥,창세(昌世),눌재(訥齋),조선,1474,1530,high,조선전기 문신·학자; 광주 출신 사림계 인물; 동일한 호 눌재(訥齋)를 쓴 15세기 인물 양성지(1415-1482)와 혼동 주의이나 문집총간 번호상 16세기 인물인 박상이 맞음
0105,대관재난고,심의,沈義,의지(義之),대관재(大觀齋),조선,1475,,high,조선전기 문신·문장가; 몽유록 소설 대관재몽유록의 저자; 정확한 몰년은 기록에 없으며 명종대 몰한 것으로 추정
0106,묵재집,이문건,李文楗,자발(子發),묵재(默齋)/휴수(休叟),조선,1494,1567,high,조광조 문인; 묵재일기·양아록(최초의 사대부 육아일기)의 저자; 안처겸 옥사에 연루되어 유배
0107,충재집,권벌,權橃,중허(仲虛),충재(冲齋),조선,1478,1548,high,조선전기 문신; 을사사화 관련 유배 중 사망; 시호 충정(忠定)
0108,모재집,김안국,金安國,국경(國卿),모재(慕齋),조선,1478,1543,high,예조판서·대제학 역임; 김정국의 형; 시호 문경(文敬)
0109,용재집,이행,李荇,택지(擇之),용재(容齋)/청학도인(靑鶴道人)/창택어수(滄澤漁叟),조선,1478,1534,high,신증동국여지승람 편찬 참여; 좌의정 역임; 박은·홍언충과 교유
0110,읍취헌유고,박은,朴誾,중열(仲說),읍취헌(挹翠軒),조선,1479,1504,high,갑자사화에 연루되어 26세로 요절한 천재 시인
0111,음애집,이자,李耔,차야(次野),음애(陰崖)/몽옹(夢翁)/계옹(溪翁),조선,1480,1533,high,조선전기 문신·학자; 시호 문의(文懿)
0112,학포집,양팽손,梁彭孫,대춘(大春),학포(學圃),조선,1488,1545,high,조광조와 교유한 기묘명현; 시서화에 능한 선비화가로도 유명
0113,희락당고,김안로,金安老,이숙(頤叔),희락당(希樂堂)/용천(龍泉)/퇴재(退齋),조선,1481,1537,high,중종대 권신; 정치적 평가는 부정적이나 문장가로도 알려짐
0114,정암집,조광조,趙光祖,효직(孝直),정암(靜庵),조선,1482,1519,high,기묘사화로 사사된 조선전기 대표 성리학자; 시호 문정(文正)
0115,월연집,이태,李迨,중예(仲豫),월연(月淵)/월연주인(月淵主人)/금서자(琴書子),조선,1483,1536,high,밀양 월연정 건립자; 김안로의 전횡을 비판하다 관직 사퇴
0116,기재집,신광한,申光漢,한지(漢之)/시회(時晦),기재(企齋)/낙봉(駱峰)/석선재(石仙齋)/청성동주(靑城洞主),조선,1484,1555,high,신숙주의 손자; 우참찬·좌찬성 역임
0117,사재집,김정국,金正國,국필(國弼),사재(思齋)/은휴(恩休),조선,1485,1541,high,김안국의 아우; 조선전기 문신·학자
0118,충암집,김정,金淨,원충(元冲),충암(冲庵)/고봉(孤峯),조선,1486,1521,high,조광조와 함께 개혁정치를 추진하다 기묘사화로 사사; 시호 문간(文簡)
0119,양곡집,소세양,蘇世讓,언겸(彦謙),양곡(陽谷)/퇴재(退齋)/퇴휴당(退休堂),조선,1486,1562,high,형조·호조·병조·이조판서 역임; 시호 문정(文靖); 황진이 일화로도 유명
0120,송재집,이우,李堣,명중(明仲),송재(松齋),조선,1469,1517,high,퇴계 이황의 숙부; 중종반정 공신(정국공신 4등); 동일한 호 송재(松齋)를 쓴 나세찬(0138 송재유고 저자)과 혼동 주의
0121,규암집,송인수,宋麟壽,미수(眉叟),규암(圭菴),조선,1499,1547,high,양재역벽서사건에 연루되어 사사; 시호 문충(文忠)
0122,어촌집,심언광,沈彦光,사형(士炯),어촌(漁村),조선,1487,1540,high,강릉 출신; 이조판서 역임; 해운정 건립
0123,자암집,김구,金絿,대유(大柔),자암(自庵)/삼일재(三一齋),조선,1488,1534,high,조선전기 4대 서예가(인수체 창시); 기묘사화로 유배; 시호 문의(文懿)
0124,화담집,서경덕,徐敬德,가구(可久),화담(花潭)/복재(復齋),조선,1489,1546,high,조선 기철학의 대표 학자; 시호 문강(文康); 황진이 일화로도 유명
0125,회재집,이언적,李彦迪,복고(復古),회재(晦齋)/자계옹(紫溪翁),조선,1491,1553,high,조선 성리학 오현(五賢)의 한 사람; 시호 문원(文元)
0126,호음잡고,정사룡,鄭士龍,운경(雲卿),호음(湖陰),조선,1491,1570,high,노수신·황정욱과 함께 관각삼걸로 불림; 몰년은 1570년 또는 1573년으로 자료마다 편차 있음
0127,덕양유고,기준,奇遵,자경(子敬),복재(服齋)/덕양(德陽),조선,1492,1521,high,조광조 문인; 기묘사화로 사사; 시호 문민(文愍)
0128,양심당집,조성,趙晟,백양(伯陽),양심당(養心堂)/괴헌(槐軒),조선,1492,1555,high,조광조 문인; 율려(음악이론)·의약·산수에 능했던 학자
0129,입암집,민제인,閔齊仁,희중(希仲),입암(立巖),조선,1493,1549,high,조선전기 문신
0130,범허정집,상진,尙震,기부(起夫),송현(松峴)/범허정(泛虛亭),조선,1493,1564,high,영의정 역임
0131,청송집,성수침,成守琛,중옥(仲玉),청송(聽松)/우계한민(牛溪閒民),조선,1493,1564,high,조광조 문인; 스승이 기묘사화로 사사되자 은거; 성혼의 아버지
0132,면앙집,송순,宋純,수초(遂初)/성지(誠之),면앙정(俛仰亭)/기촌(企村),조선,1493,1582,high,가사문학 면앙정가의 작가; 몰년은 1582년 또는 1583년으로 자료마다 편차 있음
0133,잠암일고,김의정,金義貞,공직(公直),잠암(潛庵)/유경당(幽敬堂),조선,1495,1547,high,조선전기 문신
0134,무릉잡고,주세붕,周世鵬,경유(景游),신재(愼齋)/남고(南皐)/무릉도인(武陵道人),조선,1495,1554,high,한국 최초 서원인 백운동서원(소수서원) 창건자
0135,온계일고,이해,李瀣,경명(景明),온계(溫溪),조선,1496,1550,high,퇴계 이황의 형; 을사사화 여파로 갑산 유배 도중 병사
0136,석천시집,임억령,林億齡,대수(大樹),석천(石川),조선,1496,1568,high,담양 식영정과 관련된 조선 중기 시인
0137,대곡집,성운,成運,건숙(健叔),대곡(大谷),조선,1497,1579,high,을사사화로 형이 화를 입자 보은 속리산에 은거한 처사형 학자
0138,송재유고,나세찬,羅世纘,비승(丕承),송재(松齋),조선,1498,1551,high,조선 중기 문신; 0120 이우의 호 송재(松齋)와 동일한 호를 사용하므로 혼동 주의
0139,장음정유고,나식,羅湜,정원(正源),장음정(長吟亭)/야일재(野逸齋),조선,1498,1546,high,조광조 문인; 을사사화 여파(이휘 옥사 연루)로 강계 유배 후 사사
0140,용문집,조욱,趙昱,경양(景陽),용문(龍門)/보진재(葆眞齋)/우암(愚菴),조선,1498,1557,high,서경덕·이황과 교유; 벼슬에 나가지 않고 용문산에 은거하여 용문선생으로 불림; 호 우암(愚菴)은 0102 홍언충의 호 우암(寓菴)과 동음이의이나 다른 한자이므로 구분 필요
0141,동고유고,이준경,李浚慶,원길(原吉),동고(東皐)/남당(南堂)/홍련거사(紅蓮居士)/연방노인(蓮坊老人),조선,1499,1572,high,대사헌·우의정·영의정 역임; 시호 충정(忠正)
