collection_id,collection_name,author_name_ko,author_name_hanja,ja,ho,dynasty,birth_year,death_year,confidence,note
0386,외재집,이단하,李端夏,계주(季周),외재(畏齋)/송간(松磵),조선,1625,1689,high,이식의 아들; 송시열의 문인; 시호 문충(文忠)
0387,고산집,이유장,李惟樟,하경(厦卿),고산(孤山)/마애(磨崖)/나암(懶庵)/우원(芋園)/우포(芋圃)/사익당(四益堂),조선,1625,1701,medium,호 고산을 쓴 인물이 다수(윤선도의 고산유고는 문집총간 91번으로 별개; 김선(1596-1660)도 후보); 앞뒤 수록 저자(이단하 1625; 정시한 1625)와 생년이 일치하는 안동 출신 이유장으로 추정
0388,우담집,정시한,丁時翰,군익(君翊),우담(愚潭),조선,1625,1707,high,이황 학통을 계승한 영남 학자; 산중일기 저술
0389,퇴우당집,김수흥,金壽興,기지(起之),퇴우당(退憂堂)/지당(止堂),조선,1626,1690,high,김상헌의 손자; 영의정 역임; 시호 문익(文翼)
0390,월주집,소두산,蘇斗山,망여(望如),월주(月洲),조선,1627,1693,high,송시열의 문인; 나주목사 등 역임
0391,갈암집,이현일,李玄逸,익승(翼升),갈암(葛庵),조선,1627,1704,high,영남학파 거두; 이황의 학통 계승; 시호 문경(文敬)
0392,노봉집,민정중,閔鼎重,대수(大受),노봉(老峯),조선,1628,1692,high,좌의정 역임; 민유중의 형
0393,분애유고,신정,申晸,백동(伯東),분애(汾厓),조선,1628,1687,high,신흠의 손자; 강화유수 재임 중 별세
0394,정관재집,이단상,李端相,유능(幼能),정관재(靜觀齋)/서호(西湖),조선,1628,1669,high,시호 문정(文貞); 김창협의 스승
0395,호곡집,남용익,南龍翼,운경(雲卿),호곡(壺谷),조선,1628,1692,high,기아(箕雅) 편찬; 시호 문헌(文憲)
0396,약천집,남구만,南九萬,운로(雲路),약천(藥泉)/미재(美齋),조선,1629,1711,high,영의정 역임; 시호 문충(文忠)
0397,문곡집,김수항,金壽恒,구지(久之),문곡(文谷),조선,1629,1689,high,기사환국으로 사사; 시호 문충(文忠)
0398,서계집,박세당,朴世堂,계긍(季肯),서계(西溪)/잠수(潛叟),조선,1629,1703,high,사변록 저술; 시호 문절(文節)
0399,우헌집,박상현,朴尙玄,경초(景初),우헌(寓軒),조선,1629,1693,medium,동일 한글 표기·동일 호(寓軒)의 우헌집을 남긴 유세명(1636-1690;문집총간 413)과 구분 필요; 전후 수록 저자(1629년생)와 생년이 일치하여 박상현으로 추정
0400,명재유고,윤증,尹拯,자인(子仁),명재(明齋)/유봉(酉峯),조선,1629,1714,high,소론의 영수; 시호 문성(文成)
0401,문정공유고,민유중,閔維重,지숙(持叔),둔촌(屯村),조선,1630,1687,high,인현왕후의 아버지; 시호 문정(文貞)에서 문집명(文貞公遺稿) 유래
0402,제월당집,송규렴,宋奎濂,도원(道源),제월당(霽月堂),조선,1630,1709,high,송시열·송준길과 삼송(三宋)으로 병칭; 시호 문희(文僖)
0403,항재집,이숭일,李嵩逸,응중(應中),항재(恒齋),조선,1631,1698,high,이현일(갈암)의 동생; 영양 석보 출생
0404,남계집,박세채,朴世采,화숙(和叔),남계(南溪)/현석(玄石),조선,1631,1695,high,예학의 대가; 소론의 영수
0405,수촌집,오시수,吳始壽,덕이(德而),수촌(水村),조선,1632,1681,medium,동일 한글 표기의 수촌집을 남긴 임방(1640-1724;문집총간 418)과 구분 필요; 전후 수록 저자(1631-1632년생)와 생년이 일치하여 오시수로 추정
0406,농은유고,윤추,尹推,자서(子恕),농은(農隱),조선,1632,1707,high,윤선거의 아들; 윤증의 동생; 소론계 인물 관련 서한 다수 수록
0407,지호집,이선,李選,택지(擇之),지호(芝湖)/소백산인(小白山人),조선,1632,1692,high,기사환국으로 기장에 유배; 정철의 송강가사 정리
