collection_id,collection_name,author_name_ko,author_name_hanja,ja,ho,dynasty,birth_year,death_year,confidence,note
0305,학호집,김봉조,金奉祖,효백(孝伯),학호(鶴湖),조선,1572,1630,high,풍산 김씨; 유성룡 문인
0307,은봉전서,안방준,安邦俊,사언(士彦),은봉(隱峰)/우산(牛山),조선,1573,1654,high,의병장이자 성리학자; 죽산 안씨
0308,학천집,성여학,成汝學,학안(學顔),학천(鶴泉)/쌍천(雙泉),조선,c.1557,,medium,몰년 미상; 생년도 1555~1557 이설 있음
0309,자암집,이민환,李民寏,이장(而壯),자암(紫巖),조선,1573,1649,high,영천 이씨; 강홍립 종군 체험을 담은 책암록의 저자
0310,해봉집,홍명원,洪命元,낙부(樂夫),해봉(海峯),조선,1573,1623,high,남양 홍씨
0311,신독재유고,김집,金集,사강(士剛),신독재(愼獨齋),조선,1574,1656,high,김장생의 아들; 기호학파 예학자
0312,다산집,목대흠,睦大欽,탕경(湯卿),다산(茶山)/죽오(竹塢),조선,1575,1638,high,후대의 정약용(다산)과 동명이호이나 별도 인물; 혼동 주의
0313,죽음집,조희일,趙希逸,이숙(怡叔),죽음(竹陰)/팔봉(八峰),조선,1575,1638,high,임천 조씨
0314,만운집,정충신,鄭忠信,가행(可行),만운(晩雲),조선,1575,1636,high,생년 1575/1576 이설 있음; 조선 중기 무신
0315,소암집,임숙영,任叔英,무숙(茂淑),소암(疎庵),조선,1576,1623,high,풍천 임씨; 초명은 상(湘)
0316,화당집,신민일,申敏一,공보(功甫),화당(化堂),조선,1576,1650,high,평산 신씨
0317,청사집,고용후,高用厚,선행(善行),청사(晴沙),조선,1577,1652,high,의병장 고경명의 아들
0318,계암집,김령,金坽,자준(子峻),계암(溪巖),조선,1577,1641,high,광산 김씨; 예안 출신
0319,휴옹집,심광세,沈光世,덕현(德顯),휴옹(休翁),조선,1577,1624,high,청송 심씨
0320,후천집,황종해,黃宗海,대진(大進),후천(後川),조선,1579,1642,medium,문집명 한자표기가 자료에 따라 後川集 또는 朽淺集으로 나타남; 정구·김장생 문인; 회덕 황씨 목천 출신
0321,포저집,조익,趙翼,비경(飛卿),포저(浦渚)/존재(存齋),조선,1579,1655,high,풍양 조씨
0322,잠곡유고,김육,金堉,백후(伯厚),잠곡(潛谷),조선,1580,1658,high,대동법 시행 주도
0323,월당집,강석기,姜碩期,복이(復而),월당(月塘)/삼당(三塘),조선,1580,1643,high,소현세자빈 강씨의 부친
0324,기암집,정홍명,鄭弘溟,자용(子容),기암(畸庵)/삼치(三癡)/기옹(畸翁)/기와(畸窩),조선,1582,1650,high,정철의 아들
0325,백강집,이경여,李敬輿,직부(直夫),백강(白江)/봉암(鳳巖),조선,1585,1657,high,전주 이씨; 영의정 역임
0326,택당집,이식,李植,여고(汝固),택당(澤堂)/남궁외사(南宮外史)/택구거사(澤癯居士),조선,1584,1647,high,월상계택(月象谿澤) 4대 문장가 중 1인
0327,간송집,조임도,趙任道,덕용(德勇),간송(澗松)/간송당(澗松堂),조선,1585,1664,high,함안 조씨; 장현광 문인
0328,지천집,최명길,崔鳴吉,자겸(子謙),지천(遲川)/창랑(滄浪),조선,1586,1647,high,병자호란 주화론 대표 인물
0329,용주유고,조경,趙絅,일장(日章),용주(龍洲)/주봉(柱峯),조선,1586,1669,high,한양 조씨
0330,죽남당고,오준,吳竣,여완(汝完),죽남(竹南),조선,1587,1666,high,동복 오씨; 서예가로도 유명
0331,학사집,김응조,金應祖,효징(孝徵),학사(鶴沙)/아헌(啞軒),조선,1587,1667,high,풍산 김씨
0332,고산유고,윤선도,尹善道,약이(約而),고산(孤山)/해옹(海翁),조선,1587,1671,high,해남 윤씨; 어부사시사의 작가
0333,계곡집,장유,張維,지국(持國),계곡(谿谷)/묵소(默所),조선,1587,1638,high,덕수 장씨; 효종비 인선왕후의 부친
0334,돈암전서,선우협,鮮于浹,중윤(仲潤),돈암(遯菴),조선,1588,1653,high,평안도 태천 출신; 관서부자로 불림
0335,낙전당집,신익성,申翊聖,군석(君奭),낙전당(樂全堂)/동회거사(東淮居士),조선,1588,1644,high,선조의 부마(동양위); 병자호란 척화오신
0336,현곡집,정백창,鄭百昌,덕여(德餘),현곡(玄谷)/곡구(谷口)/대탄자(大灘子)/천용(天容),조선,1588,1635,high,진주 정씨
0337,동주집,이민구,李敏求,자시(子時),동주(東州)/관해(觀海),조선,1589,1670,high,전주 이씨; 이수광의 아들
0338,행명재시집,윤순지,尹順之,낙천(樂天),행명(涬溟),조선,1591,1666,high,해평 윤씨
0339,천파집,오숙,吳䎘,숙우(肅羽),천파(天坡),조선,1592,1634,high,해주 오씨
0340,동명집,정두경,鄭斗卿,군평(君平),동명(東溟),조선,1597,1673,high,온양 정씨; 이항복 문인
0341,백헌집,이경석,李景奭,상보(尙輔),백헌(白軒),조선,1595,1671,high,전주 이씨; 영의정 역임; 삼전도비문 작성자
0342,겸재집,하홍도,河弘度,중원(重遠),겸재(謙齋),조선,1593,1666,high,진주 하씨; 화가 정선의 호 겸재(謙齋)와 동음이나 별도 인물이니 혼동 주의
0343,백주집,이명한,李明漢,천장(天章),백주(白洲),조선,1595,1645,high,연안 이씨; 이정구의 아들
0344,기언,허목,許穆,문보(文甫)/화보(和甫),미수(眉叟),조선,1595,1682,high,양천 허씨; 남인 영수; 우의정 역임
0345,백원집,신석번,申碩蕃,중연(仲衍),백원(白源),조선,1596,1675,high,평산 신씨; 정경세 문인
