collection_id,collection_name,author_name_ko,author_name_hanja,ja,ho,dynasty,birth_year,death_year,confidence,note
0068,소요재집,최숙정,崔淑精,국화,소요재,조선,1435,1480,high,"본관 양천. 일부 자료에 호 '사숙재'도 병기되어 있으나 사숙재는 통상 강희맹(姜希孟)의 호로 알려져 혼동 가능성이 있어 여기서는 소요재만 채택"
0069,매월당집,김시습,金時習,열경,매월당/동봉/벽산청은,조선,1435,1493,high,생육신 중 한 명. 법명 설잠(雪岑)
0070,청파집,이륙,李陸,방옹,청파,조선,1438,1498,high,수필집 청파극담(靑坡劇談)이 문집 2권에 수록
0071,허백정집,홍귀달,洪貴達,겸선,허백정/함허정,조선,1438,1504,high,갑자사화 때 처형됨
0072,허백당집,성현,成俔,경숙,허백당/용재/부휴자,조선,1439,1504,high,"시호 문대(文戴). 호 '용재(慵齋)'는 0087 용재유고의 저자 이종준(李宗準)과 동일 호를 사용해 혼동 주의; 용재총화 저자로도 유명"
0073,대봉집,양희지,楊熙止,가행,대봉,조선,1439,c.1504,medium,"자료에 따라 몰년이 1503년 또는 1504년으로 다르게 기재되어 있어 확인 필요. 본관 중화"
0074,격재집,손조서,孫肇瑞,,격재/면재,조선,1412,1473,high,"세조의 왕위찬탈에 반발해 낙향. 김종직과 교유, 김굉필·정여창이 사사(師事)"
0075,뇌계집,유호인,兪好仁,극기,임계/뇌계,조선,1445,1494,high,김종직의 문인. 본관 고령
0076,안락당집,김흔,金訢,군절,안락당,조선,1448,1492,high,"본관 연안(延安) 계열 추정, 1479년 일본 사행 중 병으로 귀환"
0077,연헌잡고,이의무,李宜茂,형지,연헌,조선,1449,1507,high,아들이 좌의정을 지낸 용재(容齋) 이행(李荇). 동국여지승람 편찬에 참여
0078,나재집,채수,蔡壽,기지,나재,조선,1449,1515,high,"'懶齋'는 '나재' 또는 '난재'로도 읽힘. 한글소설 설공찬전의 저자로 유명"
0079,남계집,표연말,表沿沫,소유,남계/남계,조선,1449,1498,high,"문집명이 동일한 '남계집(南溪集)'이 후대 박세채(朴世采, 1631~1695)에게도 있어 혼동 주의; 시기(1450~1560년대)상 표연말로 특정. 호 한자는 南溪 또는 藍溪로 표기가 갈림. 김종직 문인, 사장파(詞章派)로 분류"
0080,일두집,정여창,鄭汝昌,백욱,일두/수옹,조선,1450,1504,high,"시호 문헌(文獻). 무오사화로 유배 중 사망, 갑자사화 때 부관참시"
0081,추강집,남효온,南孝溫,백공,추강/행우/최락당/벽사,조선,1454,1492,high,생육신 중 한 명. 본관 의령
0082,월헌집,정수강,丁壽崗,,월헌,조선,1454,1527,high,본관 나주. 한글고전소설 포절군전(捕節君傳)의 저자로도 알려짐. 66세에 호 월헌을 지음
0083,매계집,조위,曺偉,태허,매계,조선,1454,1503,high,무오사화에 연루되어 유배 중 사망
0085,사우정집,이식,李湜,낭옹,사우정,조선,1458,1489,high,"세종의 손자(왕족), 군호 부림군(富林君). 문집명의 한자는 四雨亭이며 30세에 요절"
0086,산당집,최충성,崔忠成,필경,산당,조선,1458,1491,high,본관 전주. 김굉필·정여창 문하에서 수학
0087,용재유고,이종준,李宗準,중균,용재/용헌/부휴자/상우당/장육거사,조선,c.1458,1499,high,"호 '용재(慵齋)'가 성현(0072 허백당집)의 호 중 하나와 동일해 혼동 주의; 백과사전에서 용재유고를 이종준의 저작으로 명시. 갑자사화 관련(무오사화 연루 김종직 문인)으로 화를 입음. 본관 안동"
0088,재사당일집,이원,李黿,,재사당,조선,,1504,high,"본관 경주. 갑자사화 때 처형(부관참시). 생년 미상, 자(字)는 자료마다 표기가 엇갈려 확정하지 않음"
0089,정문익공유고,정광필,鄭光弼,사훈,수부,조선,1462,1538,high,시호 문익(文翼)에서 문집명 유래. 영의정 역임
0090,이요정집,신용개,申用漑,개지,이요정/송계/휴휴자/수옹,조선,1463,1519,high,시호 문경(文景). 좌의정 역임
0091,목계일고,강혼,姜渾,사호,목계/동고,조선,1464,1519,high,연산군대 문한을 담당했고 중종반정 정국공신에 책록
0092,탁영집,김일손,金馹孫,계운,탁영/소미산인,조선,1464,1498,high,"시호 문민(文愍). 무오사화의 발단이 된 사초 작성자, 능지처사됨"
0093,수헌집,권오복,權五福,향지,수헌,조선,1467,1498,high,"본관 예천. 무오사화로 처형, 유고는 형 권오기가 수습"
0094,농암집,이현보,李賢輔,비중,농암/설빈옹,조선,1467,1555,high,"시호 효절(孝節). 후대(18세기)에 동일 호 '농암(農巖/聾巖 계열 상이)'을 쓴 김창협(1651~1708)과는 다른 인물이며, 시기(1450~1560)상 이현보로 특정"
0095,망헌유고,이주,李冑,,망헌,조선,1468,1504,high,갑자사화 때 무오사화 관련으로 처형됨. 본관 고성
0096,송재집,이우,李堣,,송재,조선,1469,1517,high,"이황(李滉)의 숙부로 어린 이황에게 논어를 가르침. 동명의 '송재집'이 한충(韓忠) 등 다른 인물에게도 있어 혼동 가능성이 있으나, 시기 및 안동 지역 배경상 이우로 특정"
0097,허암유집,정희량,鄭希良,수부,허암,조선,1469,c.1502,medium,"본관 해주. 김종직 문인. 무오사화로 유배되었다가 1502년 실종(자살 또는 은둔 추정)되어 정확한 몰년이 불확실함"
0098,송당집,박영,朴英,자실,송당,조선,1471,1540,high,시호 문목(文穆). 본관 밀양. 무신 출신으로 의술에도 능함
0099,이평사집,이목,李穆,중옹,한재,조선,1471,1498,high,"시호 정간(貞簡). 문집명 '이평사집'은 영안도(함경도) 병마평사(兵馬評事) 관직 이력에서 유래. 무오사화 때 처형"
