collection_id,collection_name,author_name_ko,author_name_hanja,ja,ho,dynasty,birth_year,death_year,confidence,note
0426,후재집,김간,金榦,직경(直卿),후재(厚齋),조선,1646,1732,high,본관 청풍; 박세채·송시열 문인; 낙론계 인물성동론 지지
0427,유재집,이현석,李玄錫,하서(夏瑞),유재(游齋),조선,1647,1703,high,본관 전주; 이수광의 증손
0428,장암집,정호,鄭澔,중순(仲淳),장암(丈巖),조선,1648,1736,high,본관 연일; 정철의 현손; 영의정 역임; 시호 문경
0429,몽와집,김창집,金昌集,여성(汝成),몽와(夢窩),조선,1648,1722,high,본관 안동; 김수항의 아들; 영의정; 신임사화로 사사; 시호 충헌
0430,일암집,이기지,李器之,사안(士安),일암(一庵),조선,1690,1722,medium,본관 전주; 이이명의 아들; 연행록 일암연기 저자; 신임사화로 옥사; 호 일암은 윤동원(1685-1741; 문집명 一庵遺稿)과 공유되는 이름이나 一庵集이라는 서명은 이기지 문집과 정확히 일치
0432,창계집,임영,林泳,덕함(德涵),창계(滄溪),조선,1649,1696,high,본관 나주; 이단상·박세채 문인
0433,하곡집,정제두,鄭齊斗,사앙(士仰),하곡(霞谷)/추곡(楸谷),조선,1649,1736,high,본관 영일; 정몽주 후손; 조선 양명학(강화학파) 창시자
0434,간재집,최규서,崔奎瑞,문숙(文叔),간재(艮齋)/소릉(少陵)/파릉(巴陵),조선,1650,1735,high,본관 해주; 소론; 간재라는 호는 후대 전우(田愚) 등과 동일하나 이 문집은 연대상 최규서로 판단
0435,농암집,김창협,金昌協,중화(仲和),농암(農巖)/삼주(三洲),조선,1651,1708,high,본관 안동; 김수항의 아들; 김창집의 동생
0436,만정당집,서종태,徐宗泰,노망(魯望),만정당(晩靜堂)/서곡(瑞谷)/송애(松厓),조선,1652,1719,high,본관 대구; 영의정 역임
0437,약헌집,송징은,宋徵殷,,약헌(約軒),조선,1652,1720,medium,자(字)는 문헌상 확인하지 못함; 대사성·개성유수·호조참판 역임; 역대사론 저술
0438,병와집,이형상,李衡祥,중옥(仲玉),병와(甁窩)/순옹(順翁),조선,1653,1733,high,본관 전주; 제주목사 역임; 탐라순력도·남환박물 저자
0439,삼연집,김창흡,金昌翕,자익(子益),삼연(三淵),조선,1653,1722,high,본관 안동; 김수항의 셋째 아들; 김창집·김창협의 동생; 시호 문강
0440,유하집,홍세태,洪世泰,도장(道長),창랑(滄浪)/유하(柳下),조선,1653,1725,high,본관 남양; 역관 출신 위항시인; 해동유주 편찬
0441,정재집,이담명,李聃命,이로(耳老),정재(靜齋)/정암(靜巖),조선,1646,1701,high,본관 광주(廣州); 성주 출신; 허목·윤휴 문인
0442,경연당집,이현조,李玄祚,계상(啓商),경연당(景淵堂),조선,1654,1710,high,본관 전주; 태종의 후손; 대사간·강원관찰사 역임
0443,창설재집,권두경,權斗經,천장(天章),창설재(蒼雪齋),조선,1654,1725,high,본관 안동; 권벌의 5대손
0444,손와유고,최석항,崔錫恒,여구(汝久),손와(損窩),조선,1654,1724,high,본관 전주; 최석정의 아우; 신임사화 당시 소론 주도; 시호 충간
0445,지촌집,이희조,李喜朝,동보(同甫),지촌(芝村),조선,1655,1724,high,본관 연안; 이단상의 아들; 송시열 문인; 신임사화로 유배 도중 사망
0446,손재집,박광일,朴光一,사원(士元),손재(遜齋),조선,1655,1723,high,본관 순천; 송시열 문인
0447,옥오재집,송상기,宋相琦,옥여(玉汝),옥오재(玉吾齋),조선,1657,1723,high,본관 은진; 송시열 문인; 대제학·대사헌 역임
0448,회와시고,안중관,安重觀,국빈(國賓),회와(悔窩)/가주(可洲),조선,1683,1752,low,본관 순흥; 확인된 문집명은 대개 悔窩集으로 표기되어 悔窩詩藁라는 서명과 정확히 일치하지 않음; 동일 인물의 시고 별책이거나 다른 회와(悔窩) 호 인물일 가능성 있음; 연대상으로도 주변 문집(1650~1660년대 출생자) 저자들보다 다소 늦어 다른 인물일 가능성 배제 못함
0449,소재집,이이명,李頤命,지인(智仁)/양숙(養叔),소재(疎齋),조선,1658,1722,high,본관 전주; 세종의 후손; 노론 4대신; 신임사화로 사사
0450,밀암집,이재,李栽,유재(幼材),밀암(密庵),조선,1657,1730,high,본관 재령; 이현일(李玄逸)의 아들; 영남학파
0451,죽천집,김진규,金鎭圭,달보(達甫),죽천(竹泉),조선,1658,1716,high,본관 광산; 인경왕후의 오빠; 송시열 문인; 시호 문청
0452,노가재집,김창업,金昌業,대유(大有),노가재(老稼齋)/가재(稼齋),조선,1658,1721,high,본관 안동; 김수항의 아들; 연행록 노가재연행록 저자
0453,옥천집,조덕린,趙德鄰,택인(宅仁),옥천(玉川),조선,1658,1737,high,본관 한양; 노소론 당쟁 비판 상소로 유배
0454,명암집,이해조,李海朝,자동(子東),명암(鳴巖),조선,1660,1711,high,본관 연안; 대제학·전라도관찰사 역임
0455,이우당집,조태채,趙泰采,유량(幼亮),이우당(二憂堂),조선,1660,1722,high,본관 양주; 노론 4대신; 신임사화로 사사; 시호 충익
0456,수곡집,이여,李畬,자삼(子三)/치보(治甫),포음(浦陰)/수곡(睡谷),조선,1645,1718,high,본관 덕수; 송시열 문인; 부제학·영의정 역임; 시호 문경
0457,포음집,김창즙,金昌緝,경명(敬明),포음(圃陰),조선,1662,1713,high,본관 안동; 김수항의 다섯째 아들; 평생 출사하지 않은 처사
