collection_id,collection_name,author_name_ko,author_name_hanja,ja,ho,dynasty,birth_year,death_year,confidence,note
0467,기원집,어유봉,魚有鳳,순서(舜瑞),기원(杞園),조선,1672,1744,high,경종비 선의왕후의 백부; 김창협·김창흡 문인
0468,북헌집,김춘택,金春澤,백우(伯雨),북헌(北軒),조선,1670,1717,high,김만중의 종손; 서인 노론계 문신·문인; 손자 김두추가 1760년 간행
0469,극재집,신익황,申益愰,명중(明仲),극재(克齋),조선,1672,1722,high,이재·이상정의 산정을 거쳐 간행
0470,도운유집,이진망,李眞望,구숙(久叔),도운(陶雲)/퇴운(退雲),조선,1672,1737,high,이경석의 현손; 대제학 역임; 이광덕의 부친
0471,서당사재,이덕수,李德壽,인로(仁老),서당(西堂)/벽계(蘗溪),조선,1673,1744,high,별도의 서당집과 구분되는 사찬 문집; 대제학 역임
0472,내재집,홍태유,洪泰猷,,내재(耐齋),조선,1672,1715,medium,자(字) 확인 안됨; 아버지가 당쟁으로 사망한 뒤 은거하며 저술
0473,눌은집,이광정,李光庭,천상(天祥),눌은(訥隱),조선,1674,1756,high,과거를 포기하고 태백산 자락에서 강학
0474,병곡집,권구,權榘,방숙(方叔),병곡(屛谷),조선,1672,1749,high,이현일의 문인; 안동에서 사창·향약 시행
0475,경암유고,윤동수,尹東洙,사달(士達)/대원(大源),경암(敬庵),조선,1674,1739,high,호조참의·공조참의 역임
0476,겸재집,조태억,趙泰億,대년(大年),겸재(謙齋)/태록당(胎祿堂),조선,1675,1728,high,소론계 문신; 시호 문충(文忠)
0477,외암유고,이간,李柬,공거(公擧),외암(巍巖)/추월헌(秋月軒),조선,1677,1727,high,강문팔학사 중 한 명; 낙론(인물성동론)의 대표 학자; 한원진과 논쟁
0478,관봉유고,현상벽,玄尙璧,언명(彦明),관봉(冠峯),조선,1673,1731,high,권상하 문인; 강문팔학사 중 한 명
0479,두타초,이하곤,李夏坤,재대(載大),담헌(澹軒)/계림(鷄林),조선,1677,1724,high,서화 수집과 산수유람으로 유명; 진천에 만권루 경영
0480,백일헌유집,이삼,李森,원백(遠伯),백일헌(白日軒),조선,1677,1735,high,윤증의 문인; 무신으로 훈련대장 역임
0481,백하집,윤순,尹淳,중화(仲和),백하(白下)/학음(鶴陰)/만옹(漫翁),조선,1680,1741,high,조선 후기 대표적 서예가; 예조판서 역임
0482,학암집,최신,崔愼,자경(子敬),학암(鶴菴),조선,1642,1708,medium,생몰년이 인근 수록 저자들(1670~80년대생)보다 다소 이르며 동명의 학암문집 저자 박정번(1550-1611)도 존재해 혼동 주의; encykorea상 학암집은 최신으로 확인됨
0483,치헌집,김덕오,金德五,성겸(性兼),치헌(癡軒),조선,1680,1748,high,역학 연구에 몰두; 사마시 합격 후 과거 포기
0484,포암집,윤봉조,尹鳳朝,명숙(鳴叔),포암(圃巖),조선,1680,1761,high,공조참판·대제학 역임
0485,도암집,이재,李縡,희경(熙卿),도암(陶菴)/한천(寒泉),조선,1680,1746,high,예학의 대가; 낙론계 학자; 시호 문정(文正)
0486,여호집,박필주,朴弼周,상보(尙甫),여호(黎湖)/요계(蓼溪),조선,1680,1748,high,낙론계 학자
0487,서암집,신정하,申靖夏,정보(正甫),서암(恕菴),조선,1680,1715,high,김창협의 문인; 신완의 아들
0488,완암집,정내교,鄭來僑,윤경(潤卿),완암(浣巖),조선,1681,1759,high,중인 출신 위항문인; 홍세태의 문인
0489,성호전집,이익,李瀷,자신(子新),성호(星湖),조선,1681,1763,high,조선 후기 대표적 실학자
0490,청천집,신유한,申維翰,주백(周伯),청천(靑泉),조선,1681,1752,high,1719년 통신사 제술관으로 일본 방문
0491,남당집,한원진,韓元震,덕소(德昭),남당(南塘),조선,1682,1751,high,권상하 문인; 강문팔학사 중 한 명; 호론(인물성이론)의 대표 학자
0492,관복암시고,김숭겸,金崇謙,군산(君山),관복암(觀復庵),조선,1682,1700,high,김창협의 아들; 김창흡의 조카; 19세로 요절
0493,숭악집,임창택,林昌澤,대윤(大潤),숭악(崧岳),조선,1682,1723,high,해동악부의 저자
0494,병계집,윤봉구,尹鳳九,서응(瑞膺),병계(屛溪)/구암(久菴),조선,1683,1767,high,권상하 문인; 강문팔학사 중 한 명
0495,봉암집,한몽린,韓夢麟,태서(泰瑞),봉암(鳳巖),조선,1684,1762,high,예학에 밝음; 주자가례를 근본으로 함
0496,노촌집,임상덕,林象德,윤보(潤甫)/이호(彛好),노촌(老村),조선,1683,1719,high,진산군수·능주목사·대사간 역임
0497,제산집,김성탁,金聖鐸,진백(振伯),제산(霽山),조선,1684,1747,high,이현일의 문인; 스승 신원 상소로 제주 유배 후 광양에서 졸
0498,저촌유고,심육,沈錥,양보(陽甫),저촌(樗村)/성암(誠庵),조선,1685,1753,high,여러 차례 조정의 부름을 받았으나 출사하지 않음
0500,화곡집,황택후,黃宅厚,,화곡(華谷),조선,c.1687,c.1737,medium,경아전 출신 위항시인; 최창대·이하곤과 교유; 생몰년·자(字) 미확정
0501,강좌집,권만,權萬,일보(一甫),강좌(江左),조선,1688,1749,high,이인좌의 난 진압에 공을 세움
