collection_id,collection_name,author_name_ko,author_name_hanja,ja,ho,dynasty,birth_year,death_year,confidence,note
0142,일재집,이항,李恒,항지(恒之),일재(一齋),조선,1499,1576,high,성주 이씨; 태인(泰仁) 거주 학자; 기대승과의 인심도심 논변으로 유명; 시호 문경
0143,갈천집,임훈,林薰,중성(仲成),갈천(葛川)/자이당(自怡堂)/고사옹(枯査翁),조선,1500,1584,high,은진 임씨; 거창 출신; 시호 효간; 첨모당 임운의 형
0144,퇴계집,이황,李滉,경호(景浩),퇴계(退溪)/퇴도(退陶)/도옹(陶翁),조선,1501,1570,high,조선 성리학의 대표적 학자; 매우 유명하여 이견 없음
0145,남명집,조식,曺植,건중(健中),남명(南冥),조선,1501,1572,high,경상우도 남명학파 종장; 이황과 쌍벽을 이루는 학자
0146,간재집,최연,崔演,연지(演之),간재(艮齋),조선,1503,1549,medium,조선전기 문신; 1928년 강릉에서 초간 목판본으로 간행; 동명의 '간재집'을 남긴 퇴계 문인 이덕홍(李德弘;1541-1596)과 혼동 주의 - 문집총간 배열상 인접 저자들(1501/1514년생)과의 생몰년 근접성을 근거로 최연으로 판단했으나 확정적 검증 자료는 찾지 못함
0147,금호유고,임형수,林亨秀,사수(士遂),금호(錦湖),조선,1514,1547,high,평택 임씨; 을사사화 이후 양재역벽서사건에 연루되어 사사됨
0148,인재집,홍섬,洪暹,퇴지(退之),인재(忍齋),조선,1504,1585,high,남양 홍씨; 영의정 세 차례 역임; 시호 경헌; 조광조 문인
0149,추파집,송기수,宋麒壽,태수(台叟),추파(楸坡)/눌옹(訥翁),조선,1507,1581,high,이황·성제원 등과 교유; 좌참찬 역임
0150,십성당집,엄흔,嚴昕,,십성당(十省堂),조선,1508,1543,medium,자(字)를 확인하지 못함; 몰년이 1543년 또는 1553년으로 자료마다 다르게 기재되어 있어 1543년(다수설)을 채택
0151,하서전집,김인후,金麟厚,후지(厚之),하서(河西)/담재(湛齋),조선,1510,1560,high,인종의 스승; 호남 성리학 대가
